年龄,年收入,贷款金额,信用评分,工作年限,负债率,有房产,有车,违约
33,30000,12115,661,1,0.28,1,1,0
35,30000,7031,676,4,0.26,1,1,0
47,30000,13252,589,6,0.47,0,0,1
47,30000,11425,560,0,0.25,0,0,0
25,30000,19706,611,3,0.01,1,1,0
38,30000,19035,642,4,0.31,0,0,0
30,30000,5813,744,0,0.16,1,0,0
25,30000,5000,795,3,0.02,1,0,0
35,30000,22071,761,6,0.33,1,1,0
34,30000,14245,718,0,0.14,1,1,0
62,30000,21013,569,7,0.32,1,1,0
42,30000,5000,617,4,0.19,0,1,0
24,30000,14056,666,8,0.42,0,1,0
32,30000,14327,599,1,0.69,1,0,1
48,30000,21074,696,8,0.38,1,0,0
58,30000,5049,707,0,0.45,1,0,0
22,30000,8049,692,2,0.64,0,0,1
22,30000,11537,732,1,0.26,0,0,0
56,30000,21182,577,10,0.12,0,0,0
41,30000,22716,724,6,0.2,0,0,0
29,30000,23847,594,0,0.28,1,1,0
43,30000,23143,574,0,0.45,1,0,0
22,30000,5000,692,1,0.0,0,1,0
38,30000,5000,747,0,0.6,1,1,1
41,30000,6099,689,4,0.05,1,0,0
47,30000,10326,651,5,0.63,1,1,0
27,30000,20428,674,14,0.66,1,1,0
38,30000,21745,660,15,0.69,0,0,1
28,30000,6923,559,5,0.57,1,0,0
40,30000,16012,550,0,0.1,0,1,0
29,30000,22264,643,2,0.49,1,1,0
33,30000,12738,656,3,0.14,1,1,0
28,30000,5174,650,3,0.63,1,0,0
44,30000,12614,704,4,0.22,1,1,0
46,30000,10891,632,16,0.23,1,1,0
35,30000,15130,695,10,0.64,0,1,1
38,30000,12211,638,0,0.01,0,1,0
23,30000,5000,795,1,0.14,0,0,0
35,30000,23873,656,8,0.3,0,0,0
37,30000,14414,837,8,0.49,0,0,0
64,30000,12946,678,1,0.45,1,1,0
26,30000,23046,632,6,0.47,0,0,1
52,30000,6273,578,5,0.62,0,1,1
47,30000,6973,534,3,0.08,1,1,0
40,30000,19968,570,1,0.37,1,0,0
55,30000,8477,579,10,0.51,1,1,0
41,30000,19783,681,5,0.45,0,1,0
41,30000,8702,607,0,0.31,1,1,0
37,30000,5000,664,6,0.01,0,1,0
50,30000,13857,752,6,0.04,0,1,0
48,30000,7130,642,10,0.08,1,0,0
31,30000,18914,816,1,0.24,0,1,0
24,30000,16465,555,22,0.08,0,1,0
35,30000,22395,637,0,0.3,1,1,0
29,30000,19442,606,4,0.13,1,1,0
37,30000,6796,724,5,0.55,1,0,0
50,30000,19803,470,2,0.61,0,0,1
33,30000,16476,534,3,0.27,0,1,0
37,30000,17047,641,11,0.36,0,0,0
38,30000,20477,774,5,0.67,1,1,0
46,30000,15050,668,3,0.37,1,0,0
22,30000,12786,541,0,0.7,0,1,1
31,30000,16369,554,0,0.1,0,1,0
40,30000,9257,783,0,0.6,1,1,0
50,30000,6834,600,15,0.35,0,1,0
33,30000,15948,574,7,0.02,1,1,0
22,30000,7910,768,17,0.68,1,0,1
44,30000,5000,730,0,0.68,0,0,1
31,30000,5000,751,5,0.27,0,1,0
26,30000,15774,573,0,0.67,1,1,0
31,30000,10605,527,7,0.1,0,0,0
36,30000,18798,660,2,0.48,1,0,0
31,30000,10878,676,0,0.13,0,0,0
22,30000,13206,679,4,0.17,0,1,0
46,30000,11548,768,1,0.55,1,0,0
50,30000,16662,511,5,0.26,0,0,0
44,30000,10478,718,5,0.0,0,0,0
26,30000,23239,562,6,0.29,0,1,0
35,30000,22659,718,24,0.16,1,1,0
37,30000,20808,612,2,0.48,1,0,0
43,30000,22326,584,3,0.14,0,0,0
44,30000,12431,601,8,0.59,1,1,0
30,30000,14265,534,4,0.19,0,0,0
38,30000,18583,653,0,0.28,0,0,0
42,30000,17619,588,9,0.21,1,1,0
52,30000,21704,712,0,0.45,1,1,0
45,30000,18042,701,0,0.07,0,1,0
45,30000,23955,785,0,0.33,0,1,0
38,30000,10318,679,0,0.23,0,0,0
52,30000,20492,691,0,0.62,1,1,0
42,30000,17650,762,0,0.05,0,0,0
29,30000,17519,599,2,0.58,0,0,0
52,30000,9842,530,1,0.12,0,0,0
44,30000,19497,666,0,0.06,0,1,0
33,30000,21907,536,5,0.14,1,1,0
33,30000,7589,846,1,0.07,0,0,0
40,30000,16135,766,0,0.36,1,0,0
42,30000,11234,823,2,0.69,0,1,0
39,30000,23780,654,1,0.02,0,1,0
41,30000,13055,694,1,0.32,0,1,0
54,30000,7794,613,2,0.27,0,0,0
48,30000,11019,720,5,0.24,0,1,0
39,30000,16730,552,4,0.23,1,1,0
47,30000,5000,446,13,0.63,1,1,1
27,30000,15675,586,3,0.01,0,0,0
41,30000,22555,533,3,0.54,0,1,1
56,30000,20857,768,1,0.18,0,0,0
35,30000,5000,795,7,0.27,1,1,0
29,30000,23861,537,0,0.29,1,0,0
31,30000,17673,753,3,0.21,1,1,0
27,30000,6407,726,2,0.07,1,0,0
30,30000,5000,524,5,0.08,0,1,0
34,30000,6596,618,12,0.21,1,1,0
23,30000,20601,603,14,0.58,0,1,0
38,30000,5000,709,0,0.09,1,1,0
47,30000,7896,551,1,0.52,0,0,1
28,30000,18903,642,8,0.2,0,0,0
53,30000,15308,595,3,0.62,0,1,1
43,30000,19437,687,3,0.3,0,1,0
48,30000,18669,632,6,0.12,1,0,0
31,30000,5000,607,4,0.69,1,1,1
46,30000,21742,632,17,0.12,1,0,0
27,30000,7767,812,4,0.4,1,1,0
46,30000,14621,616,3,0.4,0,0,0
39,30000,16530,566,3,0.26,0,0,0
43,30000,6541,696,8,0.67,1,0,1
26,30000,23500,638,4,0.59,1,1,0
29,30000,13251,536,5,0.58,0,0,1
43,30000,5000,828,17,0.68,0,1,0
28,30000,22682,621,4,0.32,0,0,0
42,30000,15311,619,2,0.07,1,0,0
24,30000,17683,662,5,0.54,1,1,0
46,30000,14028,788,5,0.27,0,1,0
25,30000,20529,515,0,0.13,1,1,0
43,30000,5000,672,3,0.34,0,1,0
44,30000,8635,816,6,0.65,0,0,1
31,30000,12862,660,3,0.12,1,0,0
43,30000,5000,551,7,0.59,0,0,1
40,30000,17824,600,2,0.29,0,1,0
32,30000,11266,666,20,0.1,1,1,0
27,30000,8726,756,1,0.59,1,0,0
22,30000,5000,622,0,0.68,1,0,0
41,30000,18116,716,2,0.2,0,0,0
22,30000,20509,535,3,0.21,0,0,0
38,30000,11295,534,2,0.27,0,1,0
35,30000,14848,611,1,0.57,1,0,0
44,30000,7781,765,5,0.01,0,0,0
34,30000,16066,655,2,0.16,0,0,0
34,30000,5000,673,4,0.49,0,1,0
45,30000,13261,672,7,0.28,1,1,0
41,30000,16528,738,7,0.23,0,1,0
41,30000,22282,601,2,0.61,0,1,1
42,30000,11008,705,4,0.64,0,0,1
22,30000,19068,583,2,0.66,0,0,1
45,30000,15551,808,10,0.19,0,1,0
44,30000,22467,585,10,0.64,0,0,1
27,30000,11365,579,2,0.52,1,1,0
35,30000,9701,693,0,0.11,0,1,0
37,30000,21629,656,0,0.43,0,1,0
36,30000,5000,676,2,0.02,0,0,0
41,30000,5864,668,4,0.5,1,1,0
52,30000,5000,562,5,0.51,0,0,1
48,30000,20705,779,2,0.55,1,1,0
24,30000,5000,721,5,0.12,1,0,0
44,30000,21094,758,13,0.44,0,1,0
51,30000,12476,607,5,0.13,0,1,0
41,30000,5000,683,0,0.66,1,1,1
48,30000,11434,665,4,0.47,1,1,0
58,30000,6922,740,3,0.07,1,1,0
48,30000,16112,742,10,0.13,1,0,0
40,30000,17266,665,2,0.46,0,1,1
48,30000,13238,528,2,0.33,1,0,0
39,30000,5000,792,4,0.52,0,0,0
38,30000,16778,694,3,0.2,1,1,0
34,30000,20682,601,6,0.46,1,1,0
53,30000,18126,682,0,0.12,0,0,0
29,30000,20429,529,4,0.38,0,1,0
53,30000,7210,734,0,0.67,0,0,1
42,30000,21666,532,1,0.44,0,1,0
24,30000,9766,632,5,0.03,1,1,0
41,30000,5000,669,0,0.69,1,1,0
22,30000,20711,733,1,0.11,1,0,0
44,30000,22778,658,6,0.5,0,0,0
46,30000,16766,700,5,0.37,0,0,0
32,30000,7860,647,0,0.21,0,0,0
39,30000,8286,647,4,0.12,0,1,0
57,30000,12798,656,0,0.12,1,1,0
32,30000,21854,634,1,0.6,1,1,0
27,30000,6141,515,3,0.61,0,1,1
52,30000,20345,588,0,0.33,1,1,0
57,30000,9117,669,25,0.07,0,0,0
38,30000,19980,630,0,0.62,0,0,1
48,30000,22325,637,7,0.34,0,0,0
51,30000,11977,624,8,0.31,1,1,0
30,30000,10666,580,25,0.29,0,1,0
33,30000,19846,610,2,0.26,0,1,0
50,30000,14119,625,10,0.37,1,0,0
54,30000,17373,650,15,0.42,1,1,0
43,30000,16079,681,0,0.33,0,1,0
29,30000,6210,635,3,0.63,1,0,1
57,30000,20740,567,0,0.22,1,1,0
32,30000,7111,538,4,0.4,0,0,0
34,30000,22577,850,4,0.21,1,1,0
41,30000,8261,559,1,0.53,0,1,1
53,30000,18411,608,7,0.07,1,0,0
46,30000,8977,691,0,0.13,1,1,0
42,30000,9673,678,8,0.56,0,0,1
42,30000,9510,691,0,0.13,0,1,0
38,30000,18705,614,5,0.44,0,1,0
43,30000,14693,669,0,0.68,0,1,1
22,30000,21542,654,1,0.37,0,0,0
35,30000,9454,625,6,0.13,1,1,0
40,30000,17531,669,1,0.22,0,1,0
26,30000,18811,734,3,0.58,0,0,0
41,30000,6181,648,12,0.25,1,0,0
35,30000,11412,648,0,0.51,1,1,0
55,30000,13139,735,8,0.54,0,1,1
53,30000,10469,726,0,0.35,1,1,0
33,30000,9764,776,0,0.55,1,1,0
36,30000,17414,509,0,0.22,0,1,0
37,30000,7533,722,25,0.36,0,1,0
33,30000,17897,698,0,0.48,1,0,0
39,30000,22635,579,11,0.12,1,1,0
30,30000,14869,670,23,0.19,0,1,0
26,30000,15840,734,2,0.46,0,1,0
44,30000,5000,583,4,0.46,1,1,0
44,30000,21154,685,7,0.35,1,1,0
29,30000,8994,719,2,0.56,1,1,0
46,30000,15916,564,0,0.34,1,1,0
31,30000,23561,638,2,0.62,1,1,1
40,30000,15505,674,7,0.52,1,0,0
46,30000,18218,586,7,0.22,1,1,0
37,30000,12351,579,1,0.28,1,1,0
42,30000,5000,639,0,0.47,0,0,1
32,30000,19749,714,12,0.63,1,1,0
36,30000,5000,701,0,0.13,0,0,0
35,30000,17713,581,6,0.36,0,1,0
30,30000,5000,702,0,0.08,1,1,0
36,30000,21108,583,9,0.2,0,1,0
22,30000,6310,521,11,0.48,0,1,0
33,30000,13799,620,1,0.05,1,1,0
35,30000,15540,739,0,0.46,1,1,0
35,30000,12608,702,3,0.63,1,1,0
35,30000,10156,649,1,0.68,1,0,1
37,30000,12824,616,2,0.15,0,0,0
42,30000,9539,618,5,0.52,0,1,1
46,30000,12200,658,1,0.65,0,1,1
31,30000,10537,564,2,0.06,1,0,0
25,30000,14890,622,7,0.29,1,0,0
27,30000,7996,632,5,0.64,0,0,1
33,30000,23761,541,1,0.14,0,0,0
34,30000,13518,582,5,0.65,0,1,1
30,30000,7077,682,7,0.37,0,0,0
25,30000,13018,650,4,0.07,0,0,0
33,30000,21194,625,1,0.31,1,1,0
39,30000,5000,577,0,0.23,0,0,0
43,30000,17270,776,8,0.2,0,1,0
32,30000,14507,582,8,0.38,0,0,0
33,30000,6560,670,5,0.34,1,1,0
28,30000,20167,610,0,0.34,0,0,0
37,30000,10746,652,4,0.06,0,0,0
29,30000,9169,686,8,0.56,1,1,0
43,30000,20390,540,2,0.34,1,1,0
22,30000,16409,649,1,0.57,1,1,0
34,30000,21863,745,4,0.58,0,0,0
41,30000,16227,790,8,0.22,1,1,0
39,30000,18557,639,0,0.0,0,0,0
64,30000,20565,653,4,0.64,0,1,1
41,30000,5000,826,5,0.53,0,0,0
27,30000,19297,740,4,0.08,0,1,0
37,30000,15887,600,5,0.49,1,0,0
22,30000,5000,600,4,0.01,1,1,0
37,30000,13680,726,0,0.02,0,1,0
29,30000,5000,569,1,0.37,0,1,0
47,30000,18454,737,4,0.07,0,0,0
32,30000,14476,676,0,0.68,1,1,1
36,30000,23025,691,5,0.63,1,1,0
31,30000,6845,629,5,0.45,1,1,0
55,30000,15726,599,1,0.04,1,1,0
34,30000,7443,766,4,0.23,0,1,0
56,30000,15895,630,3,0.26,1,0,0
46,30000,18175,617,1,0.34,0,1,0
42,30000,18168,643,3,0.12,1,0,0
41,30000,20116,665,12,0.4,0,1,0
41,30000,20924,567,2,0.31,1,1,0
22,30000,5000,604,4,0.66,0,1,1
35,30000,10208,600,0,0.66,0,1,1
46,30000,17429,717,0,0.4,1,0,0
37,30000,13470,579,0,0.45,1,1,0
23,30000,7004,509,7,0.1,1,1,0
37,30000,14606,492,2,0.16,1,0,0
55,30000,11556,532,1,0.63,0,1,1
50,30000,11190,758,6,0.49,1,1,0
37,30000,20004,651,0,0.13,1,0,0
47,30000,11559,690,1,0.4,0,1,0
34,30000,5000,692,2,0.65,1,1,1
22,30000,5000,654,2,0.24,1,1,0
28,30000,20981,644,4,0.13,1,1,0
53,30000,23172,733,2,0.66,0,0,1
35,30000,17456,661,2,0.32,1,1,0
35,30000,10651,761,9,0.29,0,1,0
35,30000,22710,699,10,0.19,1,0,0
57,30000,16918,600,8,0.62,1,1,0
54,30000,20731,610,10,0.59,1,0,0
60,30000,19082,591,4,0.28,1,0,0
36,30000,10961,747,5,0.02,0,1,0
40,30000,13052,617,4,0.31,1,0,0
22,30000,6908,586,7,0.13,0,1,0
52,30000,9132,675,4,0.1,0,1,0
26,30000,19340,642,0,0.28,0,0,0
40,30000,21773,673,8,0.07,0,0,0
27,30000,18213,801,7,0.67,1,0,0
32,30000,12768,723,8,0.03,1,0,0
29,30000,5000,652,1,0.28,1,0,0
31,30000,5000,537,1,0.11,0,1,0
32,30000,10860,610,1,0.48,1,1,0
32,30000,12740,706,3,0.06,1,0,0
46,30000,15791,556,0,0.38,0,1,0
26,30000,5000,821,2,0.54,1,0,0
40,30000,23784,651,1,0.67,0,1,1
50,30000,10642,653,1,0.49,1,0,0
32,30000,20809,596,6,0.07,0,0,0
30,30000,14234,689,9,0.06,0,1,0
35,30000,5739,557,0,0.51,1,1,0
49,30000,19748,823,4,0.15,1,1,0
39,30000,17906,755,0,0.31,1,1,0
32,30000,14076,728,0,0.68,1,0,0
42,30000,13805,538,6,0.57,0,1,1
26,30000,5000,666,6,0.59,1,1,0
44,30000,16772,746,8,0.6,0,0,1
42,30000,22136,697,3,0.43,1,0,0
34,30000,5000,569,9,0.52,0,1,1
29,30000,8533,597,0,0.25,0,1,0
29,30000,21948,613,1,0.7,1,1,0
43,30000,8971,601,0,0.2,0,1,0
50,30000,16732,772,7,0.41,0,1,0
31,30000,14231,496,1,0.2,0,0,0
42,30000,15522,702,0,0.08,0,1,0
22,30000,11731,546,4,0.4,0,1,1
32,30000,9299,573,0,0.25,0,1,0
37,30000,5000,489,0,0.41,1,0,0
28,30000,18629,606,0,0.39,1,1,0
28,30000,18667,770,0,0.38,1,1,0
31,30000,17085,671,5,0.09,1,1,0
40,30000,16516,554,4,0.31,1,0,0
36,30000,8118,731,1,0.57,0,1,0
22,30000,5000,748,1,0.22,0,1,0
22,30000,19983,658,8,0.31,1,1,0
31,30000,13313,812,3,0.35,1,1,0
42,30000,9443,715,5,0.6,0,1,1
22,30000,5140,704,3,0.46,0,0,1
33,30000,5000,585,1,0.07,1,1,0
32,30000,10326,700,17,0.61,1,0,0
51,30000,19899,667,4,0.58,1,1,0
34,30000,22293,691,0,0.53,0,0,0
41,30000,21831,595,2,0.33,1,1,0
39,30000,22320,660,1,0.53,1,1,0
22,30000,22062,584,1,0.34,1,1,0
45,30000,14071,478,13,0.52,1,1,0
40,30000,7607,729,10,0.62,1,1,0
43,30000,19758,529,1,0.62,1,1,1
65,30000,7487,658,2,0.32,0,0,0
22,30000,8611,676,7,0.6,0,0,0
55,30000,7898,676,1,0.07,1,0,0
35,30000,13814,627,4,0.07,1,0,0
40,30000,9758,671,6,0.38,1,1,0
37,30000,6237,687,5,0.46,1,0,0
33,30000,12516,708,6,0.11,1,1,0
32,30000,21352,788,6,0.33,1,0,0
41,30000,14981,668,16,0.07,0,1,0
22,30000,21445,655,2,0.42,0,0,0
45,30000,7113,577,10,0.6,1,1,0
33,30000,6506,684,0,0.52,0,1,0
26,30000,15087,703,1,0.26,1,1,0
33,30000,12729,634,0,0.7,0,0,1
50,30000,16863,693,5,0.46,1,1,0
32,30000,19687,626,0,0.57,1,1,0
41,30000,18777,703,9,0.47,0,0,0
30,30000,22787,723,5,0.69,1,0,0
45,30000,11363,721,0,0.57,1,1,0
44,30000,7334,659,6,0.36,0,0,0
56,30000,14569,566,9,0.26,0,1,0
36,30000,5325,601,5,0.48,1,0,0
44,30000,9065,697,0,0.41,0,1,0
38,30000,7365,845,9,0.44,1,1,0
50,30000,11327,622,6,0.24,0,1,0
30,30000,5335,686,2,0.3,0,0,0
45,30000,5000,605,1,0.39,0,1,0
36,30000,16792,572,3,0.59,0,1,0
37,30000,15815,595,10,0.53,0,1,1
38,30000,17875,483,1,0.08,1,1,0
40,30000,16868,758,0,0.17,0,1,0
36,30000,5400,471,9,0.02,0,1,0
40,30000,9112,628,0,0.01,0,1,0
53,30000,5720,555,12,0.16,1,0,0
47,30000,20702,579,1,0.56,1,0,0
46,30000,18684,760,3,0.63,1,1,0
33,30000,7232,666,0,0.27,0,0,0
29,30000,10167,572,11,0.39,1,1,0
47,30000,23298,602,6,0.49,1,1,0
46,30000,15477,588,12,0.67,1,0,1
52,30000,19824,646,5,0.64,0,0,1
31,30000,8556,663,1,0.04,1,1,0
35,30000,7411,801,1,0.17,0,1,0
22,30000,19462,496,3,0.03,0,0,0
34,30000,17403,647,4,0.43,0,0,1
47,30000,17300,624,13,0.5,0,1,1
33,30000,14605,725,2,0.22,0,0,0
44,30000,14835,678,6,0.6,1,1,0
36,30000,18449,697,16,0.32,1,1,0
41,30000,8670,677,0,0.7,1,0,0
26,30000,10408,575,9,0.0,0,0,0
38,30000,21304,746,2,0.08,1,0,0
22,30000,9486,713,6,0.21,1,0,0
36,30000,14472,723,1,0.02,0,1,0
22,30000,17755,751,2,0.55,1,1,0
50,30000,23998,683,0,0.04,1,1,0
45,30000,12141,768,17,0.52,0,1,0
42,30000,11989,680,8,0.04,0,0,0
53,30000,20694,632,0,0.18,0,0,0
28,30000,19915,649,38,0.59,1,0,0
55,30000,18352,648,4,0.67,0,1,1
47,30000,12727,608,9,0.29,0,1,0
35,30000,9802,780,0,0.68,0,0,0
49,30000,15783,673,2,0.44,1,1,0
26,30000,21400,657,5,0.29,0,1,0
29,30000,21559,681,0,0.56,1,1,0
31,30000,5278,850,3,0.21,1,1,0
32,30000,11995,559,2,0.19,1,0,0
27,30000,12759,582,1,0.46,1,0,0
50,30000,23529,539,1,0.27,0,0,0
35,30000,17237,631,17,0.1,1,0,0
41,30000,11552,669,1,0.05,1,1,0
32,30000,5000,612,1,0.55,1,1,0
22,30000,14873,606,3,0.47,1,1,0
40,30000,5017,661,5,0.29,1,0,0
22,30000,20523,609,6,0.63,0,0,1
37,30000,18802,674,7,0.29,0,1,0
24,30000,12670,739,0,0.5,0,1,1
57,30000,12013,704,2,0.64,0,1,1
47,30000,21844,720,7,0.59,1,1,0
39,30000,9057,736,11,0.36,0,1,0
50,30000,8229,672,4,0.48,0,1,0
29,30000,22723,637,0,0.29,1,1,0
43,30000,19994,588,2,0.45,1,1,0
39,30000,20233,618,0,0.18,1,1,0
40,30000,7099,608,6,0.3,1,0,0
50,30000,6009,708,0,0.15,1,0,0
45,30000,5000,677,1,0.03,1,0,0
40,30000,7977,705,2,0.41,0,0,0
22,30000,19258,557,3,0.61,1,0,0
28,30000,8040,764,2,0.02,0,1,0
36,30000,18311,615,3,0.14,1,1,0
38,30000,8290,561,6,0.32,1,1,0
26,30000,11301,614,2,0.47,1,1,0
62,30000,23646,848,3,0.12,1,0,0
53,30000,8141,618,1,0.04,1,0,0
44,30000,10903,623,2,0.36,1,1,0
38,30000,9322,634,4,0.57,0,1,0
35,30000,5302,638,3,0.02,0,0,0
28,30000,13287,587,6,0.24,0,1,0
38,30000,10952,661,4,0.46,0,1,0
40,30000,17592,736,8,0.09,0,0,0
25,30000,20169,675,2,0.17,1,0,0
41,30000,14429,561,3,0.37,0,1,1
36,30000,5000,622,5,0.67,1,1,1
22,30000,15997,605,1,0.2,0,0,0
29,30000,5000,654,2,0.34,1,0,0
33,30000,15943,756,4,0.28,0,1,0
56,30000,17385,638,0,0.63,1,0,0
43,30000,7153,642,2,0.05,1,1,0
24,30000,20206,792,4,0.4,0,0,0
42,30000,22132,720,17,0.59,0,0,1
22,30000,20074,695,10,0.69,0,0,1
48,30000,9407,806,1,0.49,1,1,0
33,30000,15319,689,3,0.27,1,1,0
37,30000,22211,491,0,0.29,1,1,0
51,30000,9733,716,1,0.25,0,1,0
25,30000,20220,522,7,0.42,0,1,0
24,30000,5000,686,0,0.52,0,1,1
32,30000,5000,512,1,0.57,0,0,1
48,30000,18953,612,14,0.29,0,1,0
22,30000,18990,620,8,0.5,0,1,0
22,30000,19568,588,7,0.64,1,1,0
33,30000,22530,622,9,0.64,0,1,1
43,30000,5476,732,6,0.49,0,1,0
50,30000,7871,592,0,0.45,1,1,0
33,30000,21978,693,3,0.37,1,1,0
33,30000,6721,572,2,0.13,1,1,0
49,30000,17326,634,1,0.09,0,0,0
22,30000,14139,675,8,0.34,1,1,0
34,30000,5000,570,3,0.11,1,1,0
39,30000,8990,545,0,0.4,0,1,0
42,30000,13927,689,1,0.45,0,1,0
32,30000,20899,739,1,0.37,1,1,0
38,30000,17858,643,10,0.03,1,1,0
22,30000,16059,613,5,0.04,0,0,0
31,30000,13416,662,4,0.08,0,0,0
42,30000,9272,654,3,0.11,1,1,0
28,30000,5504,669,5,0.69,0,1,0
38,30000,11590,447,7,0.24,1,0,0
42,30000,5000,564,4,0.2,0,0,0
34,30000,7432,582,13,0.04,1,0,0
39,30000,12082,662,18,0.44,0,1,0
28,30000,11790,664,26,0.46,0,1,0
35,30000,5000,700,5,0.12,1,0,0
44,30000,15370,670,13,0.64,0,1,1
39,30000,14543,545,2,0.56,0,0,1
32,30000,5000,765,9,0.16,1,1,0
40,30000,22806,751,11,0.34,0,0,0
45,30000,5087,549,11,0.32,0,1,0
22,30000,20951,676,8,0.24,0,0,0
49,30000,5000,602,2,0.57,1,1,0
34,30000,21527,661,0,0.08,1,1,0
42,30000,5000,734,2,0.29,1,0,0
49,30000,18914,820,7,0.3,1,0,0
24,30000,10595,710,1,0.33,0,0,0
30,30000,18502,673,3,0.6,0,1,0
35,30000,11436,622,4,0.15,1,0,0
30,30000,5000,664,4,0.07,1,1,0
55,30000,19117,758,13,0.43,1,1,0
29,30000,5000,646,5,0.12,1,0,0
32,30000,22364,579,7,0.05,0,0,0
40,30000,5000,520,4,0.3,1,1,0
25,30000,13065,691,8,0.15,1,0,0
34,30000,18183,669,1,0.25,0,0,0
41,30000,11258,598,1,0.18,0,1,0
34,30000,7561,732,13,0.06,1,0,0
37,30000,18940,616,5,0.39,1,1,0
32,30000,19470,639,5,0.02,1,0,0
22,30000,22376,648,3,0.68,1,1,0
41,30000,10899,621,2,0.24,1,1,0
55,30000,13631,668,4,0.49,0,1,1
38,30000,10625,742,0,0.57,1,0,0
40,30000,8398,558,3,0.2,0,0,0
44,30000,18771,689,3,0.52,1,1,0
25,30000,10132,663,3,0.58,1,0,0
55,30000,11991,662,5,0.17,1,1,0
40,30000,11477,719,15,0.69,0,0,1
54,30000,17965,653,5,0.01,1,1,0
30,30000,22273,688,10,0.15,1,0,0
56,30000,17001,707,4,0.55,1,1,0
45,30000,12903,609,4,0.14,0,1,0
43,30000,19363,673,0,0.49,0,0,0
40,30000,16460,629,0,0.6,1,0,1
35,30000,5000,639,4,0.67,1,1,1
50,30000,5008,624,2,0.33,0,1,0
39,30000,5000,687,8,0.68,1,1,0
22,30000,12593,656,3,0.29,1,1,0
26,30000,20342,681,10,0.15,0,0,0
36,30000,9574,648,17,0.36,0,1,0
41,30000,11067,521,0,0.45,0,1,1
37,30000,22099,652,2,0.32,0,1,0
50,30000,20574,655,5,0.4,0,0,1
22,30000,16966,669,1,0.29,1,1,0
39,30000,8602,602,1,0.37,0,0,0
22,30000,5457,554,8,0.67,0,0,1
45,30000,5000,699,19,0.35,0,1,0
37,30000,5247,628,7,0.18,1,1,0
42,30000,9144,663,3,0.53,0,0,0
29,30000,14587,627,2,0.24,1,1,0
50,30000,5000,649,3,0.57,0,1,0
48,30000,5860,614,3,0.04,0,0,0
43,30000,6802,572,3,0.23,1,1,0
36,30000,16271,687,1,0.07,1,0,0
43,30000,15931,601,11,0.06,1,0,0
30,30000,14566,663,7,0.46,1,0,0
46,30000,8260,682,5,0.27,0,1,0
54,30000,10793,603,14,0.61,1,0,0
48,30000,5030,553,1,0.36,1,1,0
30,30000,7755,844,0,0.21,1,1,0
41,30000,21851,607,8,0.5,0,0,1
25,30000,23573,699,32,0.44,0,1,0
43,30000,16600,805,4,0.56,1,1,0
42,30000,22253,713,0,0.45,1,1,0
22,30000,16497,625,7,0.12,0,0,0
26,30000,5000,644,0,0.47,0,0,0
35,30000,23932,583,3,0.27,0,1,0
34,30000,5077,720,1,0.32,1,0,0
25,30000,17335,695,12,0.65,0,0,1
41,30000,8309,608,3,0.25,0,1,0
40,30000,11231,566,11,0.43,1,0,0
36,30000,16564,544,1,0.25,0,1,0
30,30000,12166,728,2,0.07,0,1,0
48,30000,8261,659,14,0.32,0,1,0
54,30000,10023,667,1,0.42,0,1,0
33,30000,10172,584,4,0.29,0,1,0
31,30000,23145,532,2,0.27,0,1,0
42,30000,19770,727,7,0.57,0,1,1
34,30000,12629,653,0,0.02,1,0,0
36,30000,7196,722,2,0.21,0,1,0
45,30000,20031,619,6,0.57,1,1,0
22,30000,6300,631,2,0.64,0,1,1
51,30000,7419,707,0,0.29,0,1,0
38,30000,10686,708,6,0.62,1,1,0
33,30000,21487,713,3,0.14,0,0,0
37,30000,5767,626,0,0.15,0,0,0
37,30000,5566,699,4,0.59,1,0,1
22,30000,13373,738,12,0.63,1,0,1
52,30000,8804,641,0,0.16,1,1,0
38,30000,14943,608,4,0.04,1,1,0
42,30000,12484,757,6,0.06,0,0,0
47,30000,12134,597,0,0.18,1,1,0
27,30000,5351,700,0,0.53,1,0,0
42,30000,5962,645,3,0.36,0,1,0
35,30000,20242,502,7,0.32,1,1,0
46,30000,21603,740,0,0.41,0,1,0
22,30000,7928,429,9,0.62,1,0,1
37,30000,5382,491,5,0.06,0,1,0
31,30000,5000,692,2,0.49,1,1,0
42,30000,15774,692,3,0.65,0,1,1
42,30000,18022,598,16,0.15,1,1,0
30,30000,10829,661,1,0.59,0,0,1
30,30000,17273,447,3,0.49,0,0,1
36,30000,17972,706,4,0.01,1,0,0
29,30000,22642,669,0,0.16,1,1,0
46,30000,5000,646,0,0.42,0,1,0
34,30000,7038,651,0,0.35,1,0,0
22,30000,5000,689,1,0.37,0,0,0
34,30000,21227,647,0,0.16,1,1,0
27,30000,19644,500,8,0.47,1,1,0
22,30000,15067,825,29,0.19,1,0,0
25,30000,5000,746,0,0.27,1,0,0
39,30000,8739,547,2,0.26,1,1,0
51,30000,9252,622,0,0.47,0,0,1
41,30000,14775,631,0,0.06,1,1,0
31,30000,8418,736,1,0.14,1,1,0
42,30000,5000,477,2,0.14,0,1,0
33,30000,18346,610,14,0.08,0,1,0
31,30000,9280,509,2,0.15,1,0,0
26,30000,12499,627,3,0.42,1,1,0
22,30000,5680,612,1,0.51,0,1,0
34,30000,19853,656,0,0.46,1,0,0
39,30000,14876,601,11,0.33,0,0,0
